text,label_slot,label_intent
st petersburg ve charlotte tüm uçuşlarını göster öğleden sonra hareket etmeli aktarmasız uçuş 1700'den sonra gelmeli,B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_time.time B-arrive_time.time_relative O O B-flight_stop O B-arrive_time.time B-arrive_time.time_relative O,flight
milwaukee ile orlando arasındaki tüm günlük uçuşları göster,B-fromloc.city_name O B-toloc.city_name O O B-flight_days O O,flight
bana denver'da aktarmalı boston'dan san francisco'ya bir uçuş bul,O B-stoploc.city_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,flight
doğu havayolları atlanta'dan boston'a uçmanın maliyeti nedir,B-airline_name I-airline_name B-fromloc.city_name B-toloc.city_name O O O,airfare
sabah erkenden boston'dan denver'a uçmak istiyorum,B-depart_time.period_of_day B-depart_time.period_mod B-fromloc.city_name B-toloc.city_name O O,flight
charlotte'tan atlanta'ya akşam 7 civarında dönen tüm uçuşları listele,B-fromloc.city_name B-toloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative O O O O,flight
kansas city missouri'den salt lake city utah'a uçuşların listesine ihtiyacım var,B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-toloc.state_name O O O O,flight
detroit'ten st petersburg'ye salı günü bir uçuş istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O O O,flight
bana denver'dan san francisco'ya uçan havayollarını göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,airline
boston'dan denver'a hangi uçuşlar mevcut,B-fromloc.city_name B-toloc.city_name O O O,flight
pittsburgh atlanta arasında hangi uçuşlarınız var,B-fromloc.city_name B-toloc.city_name O O O O,flight
akşam 6 civarında detroit'e varmak istiyorum ve chicago'dan ayrılıyorum,B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O O B-fromloc.city_name O,flight
baltimore'dan dallas'a ekonomik ücretlerle hangi uçuşların mevcut olduğunu göster,B-fromloc.city_name B-toloc.city_name B-economy O O O O O O,flight
bana detroit'ten westchester ilçesine en pahalı tek yön uçuşu göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-cost_relative I-cost_relative B-round_trip I-round_trip O O,flight
baltimore'dan philadelphia'ya gidiş dönüş 1000 dolardan az,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip B-fare_amount I-fare_amount B-cost_relative,airfare
hangi havayolları toronto'dan san diego'ya uçuyor ve denver'da mola veriyor,O O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name O O,airline
charlotte la çarşamba gecesi arası en ucuz ücretleri ne kadar,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O B-class_type I-class_type O O O,airfare
us kısaltmanın ne anlama geldiğini söyler misin,B-airline_code O O O O O O,abbreviation
bana pittsburgh ve philadelphia arası bir uçak bileti verir misin,O B-fromloc.city_name O B-toloc.city_name O O O O O O,flight
bana san diego newark uçuşlarını göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O,flight
baltimore'dan atlanta'ya perşembe günü saat 1300'ten sonra kalkan tüm uçuşların listesini alabilir miyim,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name O O B-depart_time.time B-depart_time.time_relative O O O O O O,flight
philadelphia'dan boston'a en son uçuş nedir,B-fromloc.city_name B-toloc.city_name B-flight_mod B-flight_mod O O,flight
pazar öğleden sonra baltimore dallas uçuşları nelerdir,B-depart_date.day_name B-depart_time.period_of_day I-depart_time.period_of_day B-fromloc.city_name B-toloc.city_name O O,flight
bana pittsburgh'dan boston'a uçuşları olan havayollarını göster lütfen,O B-fromloc.city_name B-toloc.city_name O O O O O,airline
boston'dan san francisco'ya en erken uçuşu bilmek istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod O O O,flight
philadelphia'dan dallas'a atlanta'da duran uçuşları listele,B-fromloc.city_name B-toloc.city_name B-stoploc.city_name O O O,flight
tampa'dan st louis'e sabah 10'dan önce ayrılan tek yön uçuşları göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative O B-round_trip I-round_trip O O,flight
denver'da hangi kara taşımacılığı mevcuttur,B-city_name O O O O,ground_service
pittsburgh'dan baltimore'a perşembe günü saat 9'dan önce baltimore'a varan bir uçuşa ihtiyacım var,B-fromloc.city_name B-toloc.city_name B-depart_date.day_name O B-arrive_time.time I-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O O O O,flight
boston'dan dallas fort worth öğleden önce gelen uçuşların sayısını listele,B-fromloc.city_name B-toloc.city_name I-toloc.city_name I-toloc.city_name B-arrive_time.time B-arrive_time.time_relative O O O O,flight_no
kıtasal 1291'de dallas'tan san francisco'ya gidiş dönüş gidiş dönüş ücreti nedir,B-airline_name B-flight_number B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip B-round_trip I-round_trip O O,airfare
denver'dan san francisco'ya uçuşları göster,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
yirmi ağustosta washington'dan boston'a 324 sefer sayılı uçuş istiyorum,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-flight_number O O O O,flight
pittsburgh'dan new york'a saat 1700'den sonra kalkan bir uçağa ihtiyacım var,B-fromloc.city_name B-toloc.city_name I-toloc.city_name O B-depart_time.time B-depart_time.time_relative O O O O O,flight
perşembe günü pittsburgh'dan baltimore'a saat 10'dan önce baltimore'a varan uçuşların bir listesini istiyorum,B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name B-arrive_time.time B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O O O O O,flight
delta'nın dallas'tan denver'a saat 5'ten sonra hangi uçuşları var,B-airline_name B-fromloc.city_name B-toloc.city_name B-depart_time.time B-depart_time.time B-depart_time.time_relative O O O,flight
yedinci kasım'da boston'dan san francisco'ya en erken uçuş ne zaman,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod O O O,flight
denver'dan san francisco'ya birleşik hava uçuşu hakkında bilgi istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name O O O O O,flight
ve yine on sekizinde nashville'den tacoma'ya uçuşlar nelerdir,O O B-depart_date.day_number I-depart_date.day_number B-fromloc.city_name B-toloc.city_name O O,flight
denver'dan baltimore'a uçuşları listele,B-fromloc.city_name B-toloc.city_name O O,flight
atlanta havaalanında hangi kara taşımacılığı mevcuttur,B-airport_name I-airport_name O O O O,ground_service
denver ve boston arasında dc10 hizmeti sunan herhangi bir havayolu var mı,B-fromloc.city_name O B-toloc.city_name O B-aircraft_code O O O O O O O,airline
st paul'dan san jose'ye pazartesi sabahı san jose'den houston'a salı sabahı ve houston'dan st paul'ye çarşamba sabahı uçmak istiyorum,B-toloc.city_name I-toloc.city_name B-fromloc.city_name I-fromloc.city_name B-depart_date.day_name B-depart_time.period_of_day B-fromloc.city_name I-fromloc.city_name B-fromloc.city_name B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O O,flight
baltimore denver veya pittsburgh'dan kalkan ve philadelphia'ya varış yapan tüm uçuşları listeleyin,B-fromloc.city_name B-fromloc.city_name B-or B-fromloc.city_name O O B-toloc.city_name O O O O O,flight
boston ve dallas fort worth arasında şu anda hangi uçuşlar mevcut,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O O O O O O,flight
denver'dan philadelphia'ya gidiş dönüş ücretlerini göster,B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O,airfare
çarşamba günü phoenix'den milwaukee'ye tüm amerikan havayolları uçuşlarını listele,B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name O B-airline_name I-airline_name O O,flight
5 haziran'da chicago'dan seattle'a kıtasal aktarmalı bir uçuşa ihtiyacım var,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-airline_name B-connect O O O O,flight
veritabanında hangi havayolları temsil ediliyor,O O O O O,airline
boston'dan dallas'a ilk uçuş ne zaman,B-fromloc.city_name B-toloc.city_name B-flight_mod O O O,flight
pazartesi charlotte kuzey carolina'dan anka arizona'ya seyahat etmek istiyorum anka kuşuna 1600'dan önce varmak istiyorum,B-depart_date.day_name B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O B-toloc.state_name O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time B-arrive_time.time_relative O O,flight
yedi kasım atlanta'dan boston'a tek yön gidiş ücreti nedir,B-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-round_trip I-round_trip O O O,airfare
general mitchell international'a gelen tüm uçuşları listele,B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name O O O O,flight
lütfen bana denver'dan boston stop philadelphia'ya uçuşları olan havayollarını göster,O O B-fromloc.city_name B-toloc.city_name O B-stoploc.city_name O O O O,airline
atlanta'dan baltimore'a hangi uçuşlar var,B-fromloc.city_name B-toloc.city_name O O O,flight
dallas üzerinden philadelphia'dan san francisco'ya uçuşları listele,B-stoploc.city_name O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight
pittsburgh'dan baltimore'a hangi uçuş en az yolcu taşıyor,B-fromloc.city_name B-toloc.city_name O O B-mod I-mod O O,flight
pittsburgh'dan kalkan ve 4 temmuz'da baltimore'a varan en küçük uçağa sahip havayolu hangisidir,B-fromloc.city_name O O B-arrive_date.day_number B-arrive_date.month_name B-toloc.city_name O B-mod I-mod O O O O,airline
yirmi beş temmuz 1991'de pittsburgh'dan baltimore'a 1505'te kalkan bir uçuş var mı,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-depart_date.year B-fromloc.city_name B-toloc.city_name B-depart_time.time O O O O O,flight
pittsburgh'dan denver'a saat 1400'den sonra hangi uçaklar kalkıyor,B-fromloc.city_name B-toloc.city_name O B-depart_time.time B-depart_time.time_relative O O O,flight
boston'dan san francisco'ya kıtasal uçuyor ve denver'da bir durak var mı,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-airline_name O O B-stoploc.city_name O O O O,flight
baltimore'dan newark'a hangi uçuşlar var,B-fromloc.city_name B-toloc.city_name O O O,flight
bana aşk alanına giden ve giden uçuşları göster,O B-fromloc.airport_name I-fromloc.airport_name O O O O O,flight
yirmi altıncı temmuz denver'dan pittsburgh'a en ucuz uçuş hangisidir,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name B-cost_relative I-cost_relative O O,flight
bana denver durağıyla san diego'dan miami'ye tüm uçuşları göster,O B-stoploc.city_name O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O O O,flight
us 3724 baltimore philadelphia ücret nedir,B-airline_code B-flight_number B-fromloc.city_name B-toloc.city_name O O,airfare
çarşamba günü atlanta'dan philadelphia'ya en erken üç uçuşu listeleyin,B-depart_date.day_name I-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-flight_mod I-flight_mod O O O,flight
lütfen philadelphia'dan boston'a tüm uçuşları listeleyin,O B-fromloc.city_name B-toloc.city_name O O O,flight
tamam bana tüm baltimore uçuşlarını göster,O O O B-toloc.city_name O O,flight
bana houston las vegas arası ücretleri göster,O B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O O,airfare
indianapolis'ten houston on twa'ya bir uçuşa ihtiyacım var,B-fromloc.city_name B-toloc.city_name O B-airline_code O O O O,flight
pazartesi öğleden önce denver'dan chicago'ya giden tüm kıtasal uçuşları listele,B-depart_date.day_name B-depart_time.time B-depart_time.time_relative B-fromloc.city_name B-toloc.city_name O O B-airline_name O O,flight
şimdi atlanta'dan kalkan ve çarşamba sabahı philadelphia'ya varan uçuşlara ihtiyacım var,O B-fromloc.city_name O O B-arrive_date.day_name B-arrive_time.period_of_day B-toloc.city_name O O O O,flight
dc'den denver'a uçuşlar,B-fromloc.state_code B-toloc.city_name O,flight
lütfen bana akşam saat 5'te boston ve san francisco arasındaki bağlantılar dahil tüm birleşik uçuşları gösterin,O O B-depart_time.period_of_day O B-depart_time.time B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-connect O O B-airline_name O O,flight
salı sabahı erken saatlerde baltimore'dan dallas'a uçuşlar için bilgi istiyorum,B-depart_date.day_name B-depart_time.period_of_day B-depart_time.period_mod O B-fromloc.city_name B-toloc.city_name O O O O,flight
pazartesi columbus ohio'dan minneapolis minnesota'ya uçuş numaralarının listesini alabilir miyim,B-depart_date.day_name B-fromloc.city_name B-fromloc.state_name B-toloc.city_name B-toloc.state_name O O O O O,flight_no
yirmi altı haziranda minneapolis'ten long beach'e uçuş numaraları,B-depart_date.day_number I-depart_date.day_number B-depart_date.month_name B-fromloc.city_name B-toloc.city_name I-toloc.city_name O O,flight_no
philadelphia'dan denver'a bir uçuşa ihtiyacım var,B-fromloc.city_name B-toloc.city_name O O O O,flight
cumartesi ve pazar günleri milwaukee'den phoenix'e amerikan havayollarını ver,B-depart_date.day_name O B-depart_date.day_name O B-fromloc.city_name B-toloc.city_name B-airline_name I-airline_name O,flight
baltimore dallas uçuşlarını göster,B-fromloc.city_name B-toloc.city_name O O,flight
bana boston denver arası kahvaltı servisi yapan en erken uçuşu bul,O B-fromloc.city_name B-toloc.city_name O B-meal_description O O B-flight_mod I-flight_mod O O,flight
bana st petersburg'dan toronto'ya sabah erken varan uçuşlarını göster,O B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-arrive_time.period_of_day B-arrive_time.period_mod O O O,flight
bana atlanta'dan dallas'a tüm uçuşları göster 1100 dolardan az gidiş dönüş,O B-fromloc.city_name B-toloc.city_name O O O B-fare_amount I-fare_amount B-cost_relative B-round_trip I-round_trip,flight
washington'dan san francisco'ya gidiş dönüş bir uçuş yapmak ve geri dönmek istiyorum,B-fromloc.city_name B-toloc.city_name I-toloc.city_name B-round_trip I-round_trip O O O O O O O,flight
los angeles charlotte'tan pazartesi sabahı kalkan uçuşlar,B-fromloc.city_name I-fromloc.city_name B-toloc.city_name B-depart_date.day_name B-depart_time.period_of_day O O,flight
dl 838 san francisco'dan atlanta'ya hangi durakları yapar,B-airline_code B-flight_number B-fromloc.city_name I-fromloc.city_name B-toloc.city_name O B-flight_stop O,flight
çarşamba öğleden önce denver'a varan boston'dan denver'a tüm uçuşları göster,B-arrive_date.day_name B-arrive_time.time B-arrive_time.time_relative B-toloc.city_name O B-fromloc.city_name B-toloc.city_name O O O,flight
önümüzdeki cuma toronto'dan montreal'e ilk uçuşu istiyorum,B-depart_date.date_relative B-depart_date.day_name B-fromloc.city_name B-toloc.city_name B-flight_mod O O,flight
